Position X	Position Y	Position Z	
43.0	26.0	66.0	
49.0	41.0	66.0	
47.0	27.0	66.0	
55.0	55.0	69.0	
53.0	18.0	69.0	
53.0	18.0	69.0	
50.0	18.0	66.0	
37.0	30.0	69.0	
39.0	31.0	69.0	
61.0	77.0	69.0	
43.0	21.0	73.0	
43.0	21.0	73.0	
70.0	92.0	66.0	
69.0	92.0	65.0	
67.0	74.0	72.0	
40.0	14.0	70.0	
56.0	22.0	70.0	
59.0	53.0	73.0	
43.0	33.0	68.0	
44.0	33.0	72.0	
66.0	88.0	66.0	
64.0	87.0	69.0	
64.0	87.0	69.0	
66.0	88.0	72.0	
49.0	14.0	68.0	
60.0	63.0	73.0	
64.0	62.0	68.0	
60.0	63.0	73.0	
62.0	66.0	65.0	
52.0	35.0	72.0	
64.0	74.0	73.0	
65.0	81.0	72.0	
44.0	15.0	70.0	
51.0	23.0	66.0	
54.0	24.0	68.0	
40.0	27.0	67.0	
64.0	62.0	68.0	
52.0	18.0	69.0	
51.0	17.0	67.0	
61.0	71.0	72.0	
60.0	74.0	69.0	
60.0	68.0	67.0	
61.0	74.0	68.0	
65.0	74.0	66.0	
65.0	74.0	66.0	
42.0	22.0	66.0	
50.0	35.0	72.0	
50.0	37.0	73.0	
54.0	16.0	69.0	
62.0	70.0	72.0	
47.0	15.0	72.0	
57.0	50.0	66.0	
55.0	54.0	68.0	
55.0	55.0	69.0	
54.0	51.0	66.0	
48.0	23.0	73.0	
49.0	16.0	72.0	
50.0	30.0	70.0	
65.0	63.0	70.0	
57.0	42.0	71.0	
52.0	35.0	72.0	
53.0	37.0	66.0	
43.0	27.0	72.0	
42.0	27.0	71.0	
42.0	27.0	71.0	
38.0	26.0	71.0	
63.0	70.0	73.0	
49.0	16.0	72.0	
46.0	30.0	66.0	
43.0	13.0	69.0	
57.0	41.0	68.0	
66.0	79.0	66.0	
65.0	85.0	68.0	
42.0	21.0	72.0	
52.0	46.0	72.0	
64.0	74.0	65.0	
53.0	45.0	72.0	
72.0	85.0	69.0	
70.0	92.0	66.0	
64.0	74.0	73.0	
64.0	74.0	73.0	
61.0	74.0	68.0	
61.0	74.0	70.0	
36.0	21.0	69.0	
36.0	20.0	71.0	
44.0	12.0	68.0	
42.0	34.0	69.0	
42.0	34.0	69.0	
66.0	88.0	66.0	
71.0	81.0	68.0	
71.0	81.0	68.0	
68.0	83.0	65.0	
57.0	50.0	66.0	
54.0	45.0	65.0	
43.0	17.0	67.0	
42.0	23.0	65.0	
66.0	81.0	65.0	
63.0	80.0	66.0	
63.0	67.0	65.0	
45.0	31.0	72.0	
53.0	37.0	66.0	
69.0	77.0	69.0	
53.0	18.0	69.0	
52.0	22.0	71.0	
47.0	14.0	71.0	
67.0	70.0	71.0	
67.0	74.0	72.0	
57.0	41.0	68.0	
53.0	39.0	66.0	
49.0	41.0	66.0	
43.0	14.0	67.0	
37.0	20.0	67.0	
43.0	13.0	69.0	
40.0	13.0	71.0	
59.0	52.0	66.0	
54.0	43.0	65.0	
52.0	46.0	72.0	
57.0	50.0	66.0	
59.0	47.0	68.0	
59.0	45.0	70.0	
54.0	51.0	66.0	
43.0	21.0	73.0	
54.0	45.0	73.0	
57.0	42.0	71.0	
68.0	98.0	68.0	
60.0	74.0	69.0	
74.0	95.0	69.0	
74.0	95.0	69.0	
69.0	95.0	72.0	
71.0	95.0	72.0	
68.0	79.0	72.0	
44.0	33.0	72.0	
48.0	39.0	71.0	
53.0	52.0	70.0	
63.0	58.0	69.0	
59.0	52.0	66.0	
49.0	41.0	66.0	
51.0	23.0	66.0	
48.0	27.0	65.0	
51.0	17.0	67.0	
60.0	70.0	70.0	
45.0	31.0	72.0	
41.0	32.0	69.0	
42.0	29.0	73.0	
67.0	93.0	66.0	
67.0	93.0	66.0	
67.0	93.0	66.0	
66.0	88.0	66.0	
70.0	95.0	73.0	
67.0	97.0	70.0	
67.0	97.0	70.0	
43.0	17.0	67.0	
50.0	18.0	66.0	
59.0	46.0	71.0	
68.0	83.0	65.0	
67.0	82.0	65.0	

