Position X	Position Y	Position Z	
66.0	88.0	66.0	
66.0	88.0	66.0	
64.0	87.0	69.0	
65.0	88.0	71.0	
67.0	93.0	72.0	
67.0	93.0	72.0	
51.0	38.0	73.0	
52.0	40.0	72.0	
45.0	30.0	73.0	
60.0	59.0	65.0	
61.0	63.0	66.0	
45.0	32.0	72.0	
45.0	32.0	72.0	
45.0	26.0	73.0	
48.0	31.0	72.0	
48.0	31.0	72.0	
70.0	92.0	72.0	
57.0	42.0	71.0	
55.0	45.0	72.0	
64.0	64.0	72.0	
63.0	67.0	73.0	
63.0	67.0	73.0	
62.0	67.0	72.0	
62.0	67.0	72.0	
70.0	93.0	65.0	
72.0	96.0	66.0	
45.0	32.0	72.0	
43.0	23.0	70.0	
48.0	39.0	67.0	
47.0	40.0	69.0	
47.0	40.0	69.0	
64.0	62.0	68.0	
60.0	58.0	66.0	
65.0	63.0	68.0	
60.0	58.0	66.0	
68.0	72.0	69.0	
66.0	66.0	67.0	
52.0	35.0	72.0	
48.0	31.0	72.0	
42.0	31.0	67.0	
55.0	47.0	72.0	
65.0	92.0	69.0	
67.0	93.0	72.0	
62.0	70.0	72.0	
61.0	75.0	71.0	
64.0	74.0	73.0	
58.0	52.0	65.0	
56.0	47.0	65.0	
48.0	42.0	68.0	
47.0	25.0	66.0	
47.0	25.0	66.0	
43.0	25.0	66.0	
43.0	25.0	66.0	
42.0	31.0	67.0	
45.0	30.0	65.0	
48.0	25.0	67.0	
64.0	75.0	66.0	
64.0	70.0	66.0	
64.0	71.0	65.0	
68.0	72.0	69.0	
71.0	87.0	66.0	
73.0	92.0	67.0	
68.0	83.0	73.0	
69.0	87.0	72.0	
65.0	79.0	73.0	
68.0	82.0	66.0	
64.0	62.0	68.0	
63.0	58.0	67.0	
43.0	34.0	68.0	
42.0	31.0	67.0	
45.0	32.0	72.0	
67.0	82.0	65.0	
67.0	83.0	66.0	
56.0	50.0	73.0	
48.0	24.0	70.0	
48.0	25.0	71.0	
45.0	26.0	73.0	
43.0	23.0	70.0	
54.0	43.0	65.0	
57.0	41.0	68.0	
57.0	41.0	68.0	
55.0	38.0	69.0	
57.0	63.0	68.0	
73.0	92.0	71.0	
73.0	92.0	67.0	
66.0	93.0	67.0	
61.0	65.0	72.0	
60.0	67.0	72.0	
60.0	67.0	72.0	
56.0	46.0	66.0	
51.0	47.0	70.0	
54.0	43.0	65.0	
53.0	43.0	66.0	
48.0	42.0	68.0	
57.0	63.0	68.0	
57.0	65.0	70.0	
63.0	67.0	65.0	
64.0	75.0	66.0	
66.0	70.0	72.0	
66.0	66.0	67.0	
62.0	67.0	72.0	
68.0	82.0	72.0	

